,date,et0_fao_evapotranspiration_sum
346,1950-12-13 00:00:00+00:00,1.3242615
347,1950-12-14 00:00:00+00:00,1.3158768
348,1950-12-15 00:00:00+00:00,0.1527678
349,1950-12-16 00:00:00+00:00,0.78977966
350,1950-12-17 00:00:00+00:00,1.1593481
351,1950-12-18 00:00:00+00:00,0.7371704
352,1950-12-19 00:00:00+00:00,0.18050587
353,1950-12-20 00:00:00+00:00,0.94776684
354,1950-12-21 00:00:00+00:00,0.9828962
355,1950-12-22 00:00:00+00:00,0.76703
356,1950-12-23 00:00:00+00:00,1.3272574
357,1950-12-24 00:00:00+00:00,1.0501064
358,1950-12-25 00:00:00+00:00,1.1867424
359,1950-12-26 00:00:00+00:00,1.2384424
360,1950-12-27 00:00:00+00:00,0.91372764
361,1950-12-28 00:00:00+00:00,0.8165639
362,1950-12-29 00:00:00+00:00,1.1626806
363,1950-12-30 00:00:00+00:00,0.5805932
364,1950-12-31 00:00:00+00:00,0.7440997
365,1951-01-01 00:00:00+00:00,0.66716176
366,1951-01-02 00:00:00+00:00,0.9752343
367,1951-01-03 00:00:00+00:00,0.97994256
368,1951-01-04 00:00:00+00:00,1.1478499
369,1951-01-05 00:00:00+00:00,1.1291097
370,1951-01-06 00:00:00+00:00,1.2583001
371,1951-01-07 00:00:00+00:00,1.305767
372,1951-01-08 00:00:00+00:00,1.1946193
373,1951-01-09 00:00:00+00:00,1.282335
374,1951-01-10 00:00:00+00:00,1.4741362
375,1951-01-11 00:00:00+00:00,0.62177926
376,1951-01-12 00:00:00+00:00,1.2289286
377,1951-01-13 00:00:00+00:00,0.76157176
378,1951-01-14 00:00:00+00:00,0.29526818
379,1951-01-15 00:00:00+00:00,0.391761
380,1951-01-16 00:00:00+00:00,0.90783066
381,1951-01-17 00:00:00+00:00,1.1261891
382,1951-01-18 00:00:00+00:00,1.3541001
383,1951-01-19 00:00:00+00:00,1.1646237
384,1951-01-20 00:00:00+00:00,0.34294024
385,1951-01-21 00:00:00+00:00,1.2557087
386,1951-01-22 00:00:00+00:00,1.1876525
387,1951-01-23 00:00:00+00:00,1.1343838
388,1951-01-24 00:00:00+00:00,1.2743559
389,1951-01-25 00:00:00+00:00,1.3357383
390,1951-01-26 00:00:00+00:00,1.2623909
391,1951-01-27 00:00:00+00:00,0.8510046
392,1951-01-28 00:00:00+00:00,1.0851324
393,1951-01-29 00:00:00+00:00,1.2033476
394,1951-01-30 00:00:00+00:00,1.232775
395,1951-01-31 00:00:00+00:00,0.5136676
396,1951-02-01 00:00:00+00:00,0.9460105
397,1951-02-02 00:00:00+00:00,1.3677999
398,1951-02-03 00:00:00+00:00,0.89492935
399,1951-02-04 00:00:00+00:00,0.98225796
400,1951-02-05 00:00:00+00:00,1.1122413
401,1951-02-06 00:00:00+00:00,1.197076
402,1951-02-07 00:00:00+00:00,1.2743049
403,1951-02-08 00:00:00+00:00,1.1566548
404,1951-02-09 00:00:00+00:00,0.6038652
405,1951-02-10 00:00:00+00:00,1.1657479
406,1951-02-11 00:00:00+00:00,1.4857482
407,1951-02-12 00:00:00+00:00,1.6495063
408,1951-02-13 00:00:00+00:00,1.0441494
409,1951-02-14 00:00:00+00:00,1.8558893
410,1951-02-15 00:00:00+00:00,1.1754961
411,1951-02-16 00:00:00+00:00,0.7665061
412,1951-02-17 00:00:00+00:00,0.90703833
413,1951-02-18 00:00:00+00:00,1.7182432
414,1951-02-19 00:00:00+00:00,1.3805203
415,1951-02-20 00:00:00+00:00,1.0231661
416,1951-02-21 00:00:00+00:00,0.95706147
417,1951-02-22 00:00:00+00:00,1.1036454
418,1951-02-23 00:00:00+00:00,1.8332005
419,1951-02-24 00:00:00+00:00,2.0331514
420,1951-02-25 00:00:00+00:00,2.044362
421,1951-02-26 00:00:00+00:00,1.2231089
422,1951-02-27 00:00:00+00:00,2.0490057
423,1951-02-28 00:00:00+00:00,2.0356996
424,1951-03-01 00:00:00+00:00,2.3020396
425,1951-03-02 00:00:00+00:00,2.2663848
426,1951-03-03 00:00:00+00:00,1.3649666
427,1951-03-04 00:00:00+00:00,1.5532633
428,1951-03-05 00:00:00+00:00,1.5959829
429,1951-03-06 00:00:00+00:00,1.9531767
430,1951-03-07 00:00:00+00:00,1.8309276
431,1951-03-08 00:00:00+00:00,1.3791038
432,1951-03-09 00:00:00+00:00,1.8590426
433,1951-03-10 00:00:00+00:00,2.096451
434,1951-03-11 00:00:00+00:00,1.7784026
435,1951-03-12 00:00:00+00:00,2.1880107
436,1951-03-13 00:00:00+00:00,0.89609474
437,1951-03-14 00:00:00+00:00,0.6436669
438,1951-03-15 00:00:00+00:00,1.2848679
439,1951-03-16 00:00:00+00:00,0.8803354
