,date,temperature_2m_mean
481,1951-04-27 00:00:00+00:00,13.567558
482,1951-04-28 00:00:00+00:00,13.111727
483,1951-04-29 00:00:00+00:00,14.955894
484,1951-04-30 00:00:00+00:00,12.550062
485,1951-05-01 00:00:00+00:00,12.944231
486,1951-05-02 00:00:00+00:00,12.038398
487,1951-05-03 00:00:00+00:00,12.182567
488,1951-05-04 00:00:00+00:00,12.922629
489,1951-05-05 00:00:00+00:00,13.862694
490,1951-05-06 00:00:00+00:00,13.802756
491,1951-05-07 00:00:00+00:00,13.192819
492,1951-05-08 00:00:00+00:00,14.782883
493,1951-05-09 00:00:00+00:00,12.622947
494,1951-05-10 00:00:00+00:00,12.763009
495,1951-05-11 00:00:00+00:00,14.353073
496,1951-05-12 00:00:00+00:00,15.343137
497,1951-05-13 00:00:00+00:00,15.9332
498,1951-05-14 00:00:00+00:00,16.823265
499,1951-05-15 00:00:00+00:00,16.213326
500,1951-05-16 00:00:00+00:00,17.003391
501,1951-05-17 00:00:00+00:00,17.693453
502,1951-05-18 00:00:00+00:00,17.683517
503,1951-05-19 00:00:00+00:00,17.07358
504,1951-05-20 00:00:00+00:00,17.213646
505,1951-05-21 00:00:00+00:00,17.653708
506,1951-05-22 00:00:00+00:00,16.54377
507,1951-05-23 00:00:00+00:00,12.983836
508,1951-05-24 00:00:00+00:00,12.223899
509,1951-05-25 00:00:00+00:00,11.813961
510,1951-05-26 00:00:00+00:00,11.504025
511,1951-05-27 00:00:00+00:00,13.244086
512,1951-05-28 00:00:00+00:00,13.834151
513,1951-05-29 00:00:00+00:00,15.374214
514,1951-05-30 00:00:00+00:00,17.414278
515,1951-05-31 00:00:00+00:00,17.65434
516,1951-06-01 00:00:00+00:00,16.994404
517,1951-06-02 00:00:00+00:00,17.88447
518,1951-06-03 00:00:00+00:00,21.224531
519,1951-06-04 00:00:00+00:00,22.914595
520,1951-06-05 00:00:00+00:00,22.054659
521,1951-06-06 00:00:00+00:00,20.444721
522,1951-06-07 00:00:00+00:00,20.334785
523,1951-06-08 00:00:00+00:00,22.524849
524,1951-06-09 00:00:00+00:00,24.214912
525,1951-06-10 00:00:00+00:00,23.854977
526,1951-06-11 00:00:00+00:00,21.94504
527,1951-06-12 00:00:00+00:00,22.585102
528,1951-06-13 00:00:00+00:00,24.125168
529,1951-06-14 00:00:00+00:00,25.11523
530,1951-06-15 00:00:00+00:00,25.605291
531,1951-06-16 00:00:00+00:00,26.045355
532,1951-06-17 00:00:00+00:00,24.535418
533,1951-06-18 00:00:00+00:00,22.825483
534,1951-06-19 00:00:00+00:00,23.215546
535,1951-06-20 00:00:00+00:00,24.155607
536,1951-06-21 00:00:00+00:00,24.145676
537,1951-06-22 00:00:00+00:00,23.685738
538,1951-06-23 00:00:00+00:00,24.4258
539,1951-06-24 00:00:00+00:00,25.165863
540,1951-06-25 00:00:00+00:00,26.255928
541,1951-06-26 00:00:00+00:00,26.54599
542,1951-06-27 00:00:00+00:00,24.586054
543,1951-06-28 00:00:00+00:00,24.376118
544,1951-06-29 00:00:00+00:00,26.31618
545,1951-06-30 00:00:00+00:00,26.456244
546,1951-07-01 00:00:00+00:00,26.446308
547,1951-07-02 00:00:00+00:00,26.786367
548,1951-07-03 00:00:00+00:00,24.178009
549,1951-07-04 00:00:00+00:00,22.530642
550,1951-07-05 00:00:00+00:00,22.733282
551,1951-07-06 00:00:00+00:00,24.635918
552,1951-07-07 00:00:00+00:00,27.888557
553,1951-07-08 00:00:00+00:00,30.441195
554,1951-07-09 00:00:00+00:00,30.643831
555,1951-07-10 00:00:00+00:00,28.99647
556,1951-07-11 00:00:00+00:00,27.699108
557,1951-07-12 00:00:00+00:00,26.601746
558,1951-07-13 00:00:00+00:00,27.604383
559,1951-07-14 00:00:00+00:00,28.207022
560,1951-07-15 00:00:00+00:00,27.259659
561,1951-07-16 00:00:00+00:00,26.512297
562,1951-07-17 00:00:00+00:00,27.964937
563,1951-07-18 00:00:00+00:00,28.217571
564,1951-07-19 00:00:00+00:00,27.67021
565,1951-07-20 00:00:00+00:00,27.472849
566,1951-07-21 00:00:00+00:00,28.475485
567,1951-07-22 00:00:00+00:00,26.478125
568,1951-07-23 00:00:00+00:00,26.280758
569,1951-07-24 00:00:00+00:00,27.733398
570,1951-07-25 00:00:00+00:00,27.036036
571,1951-07-26 00:00:00+00:00,26.238674
572,1951-07-27 00:00:00+00:00,28.191313
573,1951-07-28 00:00:00+00:00,27.69395
