,date,soil_moisture_0_to_10cm_mean
337,1950-12-04 00:00:00+00:00,0.18844649
338,1950-12-05 00:00:00+00:00,0.18823114
339,1950-12-06 00:00:00+00:00,0.18701579
340,1950-12-07 00:00:00+00:00,0.19080044
341,1950-12-08 00:00:00+00:00,0.19758509
342,1950-12-09 00:00:00+00:00,0.23436977
343,1950-12-10 00:00:00+00:00,0.24115445
344,1950-12-11 00:00:00+00:00,0.23593907
345,1950-12-12 00:00:00+00:00,0.23272371
346,1950-12-13 00:00:00+00:00,0.22950836
347,1950-12-14 00:00:00+00:00,0.22529301
348,1950-12-15 00:00:00+00:00,0.2650777
349,1950-12-16 00:00:00+00:00,0.3428624
350,1950-12-17 00:00:00+00:00,0.344647
351,1950-12-18 00:00:00+00:00,0.33943164
352,1950-12-19 00:00:00+00:00,0.3712163
353,1950-12-20 00:00:00+00:00,0.37300098
354,1950-12-21 00:00:00+00:00,0.3697856
355,1950-12-22 00:00:00+00:00,0.3625703
356,1950-12-23 00:00:00+00:00,0.35735494
357,1950-12-24 00:00:00+00:00,0.35413966
358,1950-12-25 00:00:00+00:00,0.35092422
359,1950-12-26 00:00:00+00:00,0.34670892
360,1950-12-27 00:00:00+00:00,0.34449357
361,1950-12-28 00:00:00+00:00,0.34227824
362,1950-12-29 00:00:00+00:00,0.3470629
363,1950-12-30 00:00:00+00:00,0.35284752
364,1950-12-31 00:00:00+00:00,0.36163217
365,1951-01-01 00:00:00+00:00,0.36041686
366,1951-01-02 00:00:00+00:00,0.35916495
367,1951-01-03 00:00:00+00:00,0.35690087
368,1951-01-04 00:00:00+00:00,0.3526368
369,1951-01-05 00:00:00+00:00,0.3493727
370,1951-01-06 00:00:00+00:00,0.34710866
371,1951-01-07 00:00:00+00:00,0.34484455
372,1951-01-08 00:00:00+00:00,0.3435805
373,1951-01-09 00:00:00+00:00,0.34031639
374,1951-01-10 00:00:00+00:00,0.33505234
375,1951-01-11 00:00:00+00:00,0.33178827
376,1951-01-12 00:00:00+00:00,0.32852417
377,1951-01-13 00:00:00+00:00,0.32726008
378,1951-01-14 00:00:00+00:00,0.331996
379,1951-01-15 00:00:00+00:00,0.35273194
380,1951-01-16 00:00:00+00:00,0.36146784
381,1951-01-17 00:00:00+00:00,0.3612038
382,1951-01-18 00:00:00+00:00,0.35693973
383,1951-01-19 00:00:00+00:00,0.35167563
384,1951-01-20 00:00:00+00:00,0.35641155
385,1951-01-21 00:00:00+00:00,0.37714747
386,1951-01-22 00:00:00+00:00,0.3788834
387,1951-01-23 00:00:00+00:00,0.37761936
388,1951-01-24 00:00:00+00:00,0.4043553
389,1951-01-25 00:00:00+00:00,0.42009118
390,1951-01-26 00:00:00+00:00,0.4068271
391,1951-01-27 00:00:00+00:00,0.40356302
392,1951-01-28 00:00:00+00:00,0.39329892
393,1951-01-29 00:00:00+00:00,0.3850349
394,1951-01-30 00:00:00+00:00,0.38577077
395,1951-01-31 00:00:00+00:00,0.38650668
396,1951-02-01 00:00:00+00:00,0.39224264
397,1951-02-02 00:00:00+00:00,0.39797857
398,1951-02-03 00:00:00+00:00,0.40471447
399,1951-02-04 00:00:00+00:00,0.40645042
400,1951-02-05 00:00:00+00:00,0.40418637
401,1951-02-06 00:00:00+00:00,0.39892226
402,1951-02-07 00:00:00+00:00,0.39865816
403,1951-02-08 00:00:00+00:00,0.4003941
404,1951-02-09 00:00:00+00:00,0.39913002
405,1951-02-10 00:00:00+00:00,0.39786595
406,1951-02-11 00:00:00+00:00,0.38960183
407,1951-02-12 00:00:00+00:00,0.38033777
408,1951-02-13 00:00:00+00:00,0.37407374
409,1951-02-14 00:00:00+00:00,0.37380964
410,1951-02-15 00:00:00+00:00,0.36654556
411,1951-02-16 00:00:00+00:00,0.37028146
412,1951-02-17 00:00:00+00:00,0.37601742
413,1951-02-18 00:00:00+00:00,0.36575332
414,1951-02-19 00:00:00+00:00,0.36548927
415,1951-02-20 00:00:00+00:00,0.36222515
416,1951-02-21 00:00:00+00:00,0.35396108
417,1951-02-22 00:00:00+00:00,0.348697
418,1951-02-23 00:00:00+00:00,0.34543294
419,1951-02-24 00:00:00+00:00,0.34116885
420,1951-02-25 00:00:00+00:00,0.33590478
421,1951-02-26 00:00:00+00:00,0.3456407
422,1951-02-27 00:00:00+00:00,0.3463766
423,1951-02-28 00:00:00+00:00,0.33911252
424,1951-03-01 00:00:00+00:00,0.33184844
425,1951-03-02 00:00:00+00:00,0.32458436
426,1951-03-03 00:00:00+00:00,0.3203203
427,1951-03-04 00:00:00+00:00,0.3477252
428,1951-03-05 00:00:00+00:00,0.33822572
429,1951-03-06 00:00:00+00:00,0.33072624
430,1951-03-07 00:00:00+00:00,0.3242267
431,1951-03-08 00:00:00+00:00,0.32472718
432,1951-03-09 00:00:00+00:00,0.3262277
433,1951-03-10 00:00:00+00:00,0.32372817
434,1951-03-11 00:00:00+00:00,0.32322872
435,1951-03-12 00:00:00+00:00,0.3207292
436,1951-03-13 00:00:00+00:00,0.32922965
437,1951-03-14 00:00:00+00:00,0.40473017
438,1951-03-15 00:00:00+00:00,0.4332307
439,1951-03-16 00:00:00+00:00,0.41173118
440,1951-03-17 00:00:00+00:00,0.40423167
441,1951-03-18 00:00:00+00:00,0.40073216
442,1951-03-19 00:00:00+00:00,0.39523268
443,1951-03-20 00:00:00+00:00,0.39273316
444,1951-03-21 00:00:00+00:00,0.38923368
445,1951-03-22 00:00:00+00:00,0.38273415
446,1951-03-23 00:00:00+00:00,0.37523463
447,1951-03-24 00:00:00+00:00,0.36573514
448,1951-03-25 00:00:00+00:00,0.3582356
449,1951-03-26 00:00:00+00:00,0.3607361
450,1951-03-27 00:00:00+00:00,0.4072366
451,1951-03-28 00:00:00+00:00,0.4507371
452,1951-03-29 00:00:00+00:00,0.43323764
453,1951-03-30 00:00:00+00:00,0.4247381
454,1951-03-31 00:00:00+00:00,0.4132386
455,1951-04-01 00:00:00+00:00,0.4017391
456,1951-04-02 00:00:00+00:00,0.38923958
457,1951-04-03 00:00:00+00:00,0.38074005
458,1951-04-04 00:00:00+00:00,0.37224057
459,1951-04-05 00:00:00+00:00,0.37074104
460,1951-04-06 00:00:00+00:00,0.37424156
461,1951-04-07 00:00:00+00:00,0.37474206
462,1951-04-08 00:00:00+00:00,0.37024254
463,1951-04-09 00:00:00+00:00,0.37374306
464,1951-04-10 00:00:00+00:00,0.40524352
465,1951-04-11 00:00:00+00:00,0.42074403
466,1951-04-12 00:00:00+00:00,0.40724453
467,1951-04-13 00:00:00+00:00,0.39674503
468,1951-04-14 00:00:00+00:00,0.3842455
469,1951-04-15 00:00:00+00:00,0.37374598
470,1951-04-16 00:00:00+00:00,0.3632465
471,1951-04-17 00:00:00+00:00,0.351747
472,1951-04-18 00:00:00+00:00,0.3422475
473,1951-04-19 00:00:00+00:00,0.33374798
474,1951-04-20 00:00:00+00:00,0.32724848
